Titre du poste,Entreprise,Ville,Secteur d'activité,Contrat proposé,Niveau d'étude,Expérience,Compétences techniques,Langues,Soft skills,Lien de l'offre
Nouvelles Offres d’Emploi chez FILMOD,Non spécifié,Casablanca,"Logistique, Énergie",Stage,Bac+2,2 ans,"5S, CAO, GMAO, Lean","Français, Anglais","Autonomie, Force de proposition, Initiative, Organisation, Polyvalence, Proactivité, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/nouvelles-offres-demploi-chez-filmod/
Bel recrute Plusieurs Profils,Bel,Casablanca,"Agroalimentaire, Logistique, Procédés",Stage,Bac+5,6 ans,"Automatisme, Excel, SAP","Français, Anglais, Arabe","Communication, Gestion de projet, Innovation, Leadership, Organisation, Rigueur",https://www.dreamjob.ma/emploi/bel-recrute-plusieurs-profils-2023/
Vsolution Maroc recrute 10 Concepteurs CAD,Vsolution Maroc,Casablanca,"Automobile, Aéronautique, Ferroviaire, Énergie",CDI,Bac+2,3 ans,"CATIA, Conception mécanique","Français, Anglais","Autonome, Innovation",https://www.dreamjob.ma/emploi/vsolution-maroc-recrute-concepteurs-cad/
(9) Nouvelles Offres d’Emploi chez RATP Dev,Non spécifié,Casablanca,"Automobile, Ferroviaire, Logistique",Non spécifié,Bac+2,5 ans,Non spécifié,"Français, Anglais, Arabe","Autonome, Communication, Réactivité, Résolution de problèmes",https://www.dreamjob.ma/emploi/9-nouvelles-offres-demploi-chez-ratp-dev/
ENSMR recrute des Maîtres de Conférences,ENSMR,Rabat,"Construction, Métallurgie, Recherche scientifique",Non spécifié,Non spécifié,Non spécifié,Modélisation,Non specifié,"Autonomie, Initiative",https://www.dreamjob.ma/emploi-public/ensmr-recrute-maitres-conferences/
Colas Maroc recrute pour Divers Postes sur Casablanca,Colas Maroc,Casablanca,Btp,Non spécifié,Bac+2,7 à 10 ans,Non spécifié,"Français, Anglais, Arabe","Innovation, Organisation",https://www.dreamjob.ma/emploi/colas-maroc-recrute-pour-divers-postes/
SIANA (ONCF SNCF) recrute pour Divers Postes,SIANA (ONCF SNCF),Tanger,Non spécifié,Non spécifié,Bac+5,2 ans,Non spécifié,"Français, Anglais","Adaptabilité, Communication, Organisation",https://www.dreamjob.ma/emploi/siana-oncf-sncf-recrute-pour-divers-postes/
Sews Cabind Maroc recrute des Chefs de Projets,Sews Cabind Maroc,Casablanca,Automobile,Non spécifié,Bac+5,3 ans,Non spécifié,Non specifié,Rigueur,https://www.dreamjob.ma/emploi/sews-cabind-maroc-recrute-chefs-projets/
Sews Cabind Maroc recrute des Responsables Equipe de Nuit,Sews Cabind Maroc,Casablanca,Automobile,Non spécifié,Bac+5,5 ans,Non spécifié,Non specifié,Rigueur,https://www.dreamjob.ma/emploi/sews-cabind-maroc-recrute-responsables-equipe-nuit/
SCIF recrute pour Divers Postes sur Casablanca,SCIF,Casablanca,"Construction, Ferroviaire",Non spécifié,Bac+5,2 ans,Non spécifié,"Français, Anglais",Organisation,https://www.dreamjob.ma/emploi/scif-recrute-pour-divers-postes/
SNOP offre Plusieurs Opportunités de Stages,Non spécifié,Tanger,"Automobile, Logistique",Stage,Non spécifié,Non spécifié,Automatisme,Non specifié,Innovation,https://www.dreamjob.ma/stage/snop-offre-plusieurs-opportunites-de-stages/
(7) Nouvelles Offres d’Emploi chez RATP Dev,Non spécifié,Casablanca,"Automobile, Logistique",Non spécifié,Bac+2,5 ans,Non spécifié,"Français, Anglais, Arabe","Autonome, Communication, Résolution de problèmes",https://www.dreamjob.ma/emploi/7-nouvelles-offres-demploi-chez-ratp-dev/
SACEM recrute Plusieurs Profils,SACEM,Casablanca,"Chimie, Minier, Procédés",Non spécifié,Non spécifié,2 ans,Non spécifié,Non specifié,"Autonomie, Communication, Créativité, Leadership, Organisation",https://www.dreamjob.ma/emploi/sacem-recrute-plusieurs-profils/
Multicerame recrute des Techniciens Maintenance,Multicerame,Berrechid,Btp,Non spécifié,Bac+2,2 ans,Non spécifié,Non specifié,Non spécifié,https://www.dreamjob.ma/emploi/multicerame-recrute-techniciens-maintenance/
Alten recrute des Préparateurs Industriels,Alten,Tétouan,"Automobile, Aéronautique, Ferroviaire, Naval, Procédés",Non spécifié,Bac+5,4 ans,"Autocad, CATIA, Excel, Modélisation, VBA","Français, Anglais","Gestion de projet, Innovation",https://www.dreamjob.ma/emploi/alten-recrute-des-preparateur-industriels/
Quality Bean Morocco recrute pour Divers Postes,Quality Bean Morocco,Agadir,"Agroalimentaire, Logistique",Non spécifié,Bac+5,2 ans,Non spécifié,"Français, Anglais","Communication, Leadership, Organisation, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/quality-bean-morocco-recrute-pour-divers-postes/
FEV recrute des Techniciens Maintenance,FEV,Oued zem,Non spécifié,Non spécifié,Bac+2,4 ans,"Automatisme, GMAO",Non specifié,Non spécifié,https://www.dreamjob.ma/emploi/fev-recrute-techniciens-maintenance/
(10) Nouvelles Offres d’Emploi chez FEV,Non spécifié,Casablanca,"Automobile, Logistique",Non spécifié,Bac+2,4 ans,"Automatisme, Excel, GMAO, Python, VBA",Anglais,"Adaptabilité, Autonome, Communication, Initiative, Organisation, Polyvalence, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/10-nouvelles-offres-demploi-chez-fev/
Nexteer Automotive recrute des Techniciens Maintenance,Nexteer Automotive,Kénitra,Automobile,Non spécifié,Bac+2,2 ans,Automatisme,Non specifié,"Innovation, Travailler en équipe",https://www.dreamjob.ma/emploi/nexteer-automotive-recrute-techniciens-maintenance/
(4) Nouvelles Offres d’Emploi chez Sews Cabind Maroc,Non spécifié,Non spécifié,"Automobile, Logistique",Non spécifié,Bac+2,5 ans,"CAO, Kaizen",Non specifié,"Communication, Organisation, Rigueur, Résolution de problèmes",https://www.dreamjob.ma/emploi/4-nouvelles-offres-demploi-chez-sews-cabind-maroc/
Fujikura Automotive recrute de Multiples Profils,Fujikura Automotive,Kénitra,Logistique,Stage,Bac+2,2 ans,Non spécifié,"Français, Anglais, English",Non spécifié,https://www.dreamjob.ma/emploi/fujikura-automotive-recrute-de-multiples-profils/
(7) Nouvelles Opportunités d’Emploi chez FEV,Non spécifié,Casablanca,"Automobile, Logistique",Stage,Bac+2,3 ans,"Excel, Python, VBA",Anglais,"Autonomie, Initiative, Organisation, Rigueur",https://www.dreamjob.ma/emploi/7-nouvelles-opportunites-demploi-chez-fev/
Groupe Renault recrute des Techniciens Automaticiens,Groupe Renault,Casablanca,"Automobile, Logistique",Non spécifié,Bac+2,3 à 5 ans,Automatisme,Non specifié,"Communication, Organisation, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/groupe-renault-recrute-automaticiens/
SEGULA Technologies recrute des Pilotes d’Etudes,SEGULA Technologies,Casablanca,"Automobile, Aéronautique, Ferroviaire, Naval, Énergie",Non spécifié,Non spécifié,3 ans,APQP,"Français, Anglais","Gestion de projet, Innovation",https://www.dreamjob.ma/emploi/segula-technologies-recrute-pilotes-etudes/
Leoni recrute des Techniciens Méthode Stagiaires,Leoni,Berrechid,"Automobile, Construction, Logistique, Énergie",Stage,Non spécifié,Non spécifié,Autocad,Non specifié,"Autonome, Communication, Innovation",https://www.dreamjob.ma/stage/leoni-recrute-techniciens-methode-stagiaires/
SEBN MA recrute pour ces 12 Postes,SEBN MA,Non spécifié,"Automobile, Logistique",Non spécifié,Bac+2,2 à 3 ans,Excel,"Français, Anglais","Initiative, Leadership, Travail en équipe",https://www.dreamjob.ma/emploi/sebn-ma-recrute-12-postes/
FILMOD recrute Plusieurs Profils,FILMOD,Casablanca,Logistique,Non spécifié,Bac+2,3 ans,"CAO, SQL","Français, Anglais","Force de proposition, Leadership, Organisation, Polyvalence, Proactivité, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/filmod-recrute-plusieurs-profils/
Nouvelles Offres d’Emploi chez SOMADIR,Non spécifié,Casablanca,"Agroalimentaire, Logistique, Procédés",Non spécifié,Bac+2,5 ans,"GMAO, SAP",Non specifié,Non spécifié,https://www.dreamjob.ma/emploi/nouvelles-offres-demploi-chez-somadir/
Galvamed recrute Plusieurs Profils,Galvamed,Skhirat,Logistique,Non spécifié,Bac+2,2 ans,"Excel, GMAO, Python, SQL",Français,"Autonome, Autonomie, Communication, Organisation, Rigueur, Réactivité, Travail en équipe",https://www.dreamjob.ma/emploi/galvamed-recrute-plusieurs-profils/
Riaya Industries recrute Plusieurs Profils,Riaya Industries,Berrechid,"Chimie, Logistique",Non spécifié,Bac+2,2 ans,Non spécifié,Non specifié,Innovation,https://www.dreamjob.ma/emploi/riaya-industries-recrute-plusieurs-profils/
Campagne de Recrutement SEBN MA 2023,Non spécifié,Salé,"Automobile, Logistique",Non spécifié,Bac+2,1 à 2 ans,Excel,"Français, Anglais","Initiative, Leadership, Organisation, Travail en équipe",https://www.dreamjob.ma/emploi/campagne-recrutement-sebn-ma-2023/
Concours de Recrutement ONHYM 2023 (23 Postes),Non spécifié,Non spécifié,"Chimie, Minier",Non spécifié,Bac+2,1 ans,Automatisme,"Français, Anglais","Autonome, Autonomie, Communication, Initiative, Leadership, Organisation, Rigueur, Travail en équipe",https://www.dreamjob.ma/emploi-public/concours-recrutement-onhym-2023/
FEV recrute Plusieurs Profils 2023,FEV,Casablanca,"Automobile, Logistique",Non spécifié,Bac+5,1 à 3 ans,"Excel, MATLAB, Simulink","Français, Anglais",Communication,https://www.dreamjob.ma/emploi/fev-recrute-plusieurs-profils-2023/
Coficab recrute Plusieurs Profils 2023,Coficab,Kénitra,"Automobile, Logistique",Non spécifié,Non spécifié,3 ans,Non spécifié,Non specifié,"Communication, Innovation, Organisation",https://www.dreamjob.ma/emploi/coficab-recrute-plusieurs-profils-2023/
VBM Pepsi recrute Plusieurs Profils 2023,VBM Pepsi,Casablanca,Non spécifié,Non spécifié,Bac+5,2 ans,"Automatisme, ERP","Français, Anglais","Communication, Rigueur",https://www.dreamjob.ma/emploi/vbm-pepsi-recrute-plusieurs-profils-2023/
SNOP recrute des Stagiaires dans Plusieurs Départements,SNOP,Kénitra,"Automobile, Logistique",Stage,Bac+2,Non spécifié,Non spécifié,Non specifié,Innovation,https://www.dreamjob.ma/stage/snop-recrute-stagiaires/
International Paper recrute Plusieurs Profils 2023,International Paper,Casablanca,Logistique,CDI,Bac+2,8 à 10 ans,Non spécifié,Anglais,"Leadership, Organisation, Relationnel, Rigueur, Résolution de problèmes, Travailler en équipe",https://www.dreamjob.ma/emploi/cmcp-international-paper-recrute-plusieurs-profils-2023/
SEBN MA recrute Plusieurs Profils,SEBN MA,Salé,Automobile,Non spécifié,Bac+2,1 ans,ERP,Non specifié,"Initiative, Leadership, Organisation, Travail en équipe",https://www.dreamjob.ma/emploi/sebn-ma-recrute-plusieurs-profils/
MTA recrute Plusieurs Profils 2023,MTA,Kénitra,Automobile,Stage,Bac+2,2 ans,"Lean, Lean manufacturing",Français,"Autonomie, Communication, Créativité, Flexibilité, Rigueur, Résolution de problèmes, Travailler en équipe",https://www.dreamjob.ma/emploi/mta-recrute-plusieurs-profils-2023/
Compagnie Industrielle des Fibres recrute Plusieurs Profils,Compagnie Industrielle des Fibres,Tanger,"Agroalimentaire, Construction, Énergie",Non spécifié,Bac+3,01 ans,"Automatisme, Excel",Non specifié,Leadership,https://www.dreamjob.ma/emploi/compagnie-industrielle-des-fibres-recrute-plusieurs-profils/
SEBN MA recrute des Stagiaires dans Plusieurs Domaines,SEBN MA,Salé,"Automobile, Logistique",Stage,Bac+3,Non spécifié,Non spécifié,Non specifié,"Communication, Initiative, Leadership, Résolution de problèmes, Travail en équipe, Travailler en équipe",https://www.dreamjob.ma/stage/sebn-ma-recrute-stagiaires/
CMSP recrute Plusieurs Profils (10 Postes),CMSP,Non spécifié,"Construction, Logistique, Procédés",Non spécifié,Bac+2,4 ans,Non spécifié,"Français, Anglais","Communication, Organisation, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/cmsp-recrute-plusieurs-profils/
MTA recrute des Stagiaires Logistique Supply Chain,MTA,Kénitra,Logistique,Stage,Bac+3,Non spécifié,Non spécifié,"Français, Anglais","Organisation, Rigueur",https://www.dreamjob.ma/stage/mta-recrute-des-stagiaires-en-logistique-supply-chain/
SEBN MA recrute Plusieurs Profils 2023,SEBN MA,Tanger,"Automobile, Logistique",Anapec,Bac+2,8 ans,APQP,Non specifié,"Initiative, Leadership, Organisation, Travail en équipe",https://www.dreamjob.ma/emploi/sebn-ma-recrute-plusieurs-profils-2023/
JESA OCP recrute des Superviseurs Maintenance,JESA OCP,Jorf lasfar,Construction,Non spécifié,Bac+2,5 à 10 ans,Non spécifié,Non specifié,Non spécifié,https://www.dreamjob.ma/emploi/jesa-ocp-recrute-superviseurs-maintenance/
SOMADIR recrute Plusieurs Profils 2023,SOMADIR,Casablanca,"Agroalimentaire, Chimie, Logistique, Procédés",Non spécifié,Bac+2,3 ans,Non spécifié,Non specifié,Organisation,https://www.dreamjob.ma/emploi/somadir-recrute-plusieurs-profils-2023/
Fujikura Automotive recrute Plusieurs Profils 2023,Fujikura Automotive,Kénitra,"Automobile, Logistique",Non spécifié,Bac+4,2 ans,"Excel, Lean","Français, Anglais",Résolution de problèmes,https://www.dreamjob.ma/emploi/fujikura-automotive-recrute-plusieurs-profils-2023/
Groupe GMD recrute des Outilleurs,Groupe GMD,Tanger,Automobile,Stage,Bac+2,05 ans,Non spécifié,Non specifié,Communication,https://www.dreamjob.ma/emploi/groupe-gmd-recrute-outilleurs/
Ecole Centrale de Casablanca recrute des Enseignants Chercheurs,Ecole Centrale de Casablanca,Casablanca,"Chimie, Énergie",CDI,Non spécifié,3 ans,Modélisation,Anglais,"Autonomie, Communication, Innovation, Réactivité",https://www.dreamjob.ma/emploi-public/ecole-centrale-de-casablanca-recrute-des-enseignants-chercheurs/
Saint Gobain recrute des Stagiaires,Saint Gobain,Kénitra,"Construction, Énergie",Stage,Non spécifié,Non spécifié,"CAO, CATIA",Non specifié,"Organisé, Travailler en équipe",https://www.dreamjob.ma/stage/saint-gobain-recrute-stagiaires/
Autoroutes du Maroc recrute Plusieurs Profils,Autoroutes du Maroc,Non spécifié,Logistique,Stage,Bac+2,7 ans,GMAO,"Français, Anglais, Arabe","Adaptabilité, Communication, Créatif, Innovation, Organisation, Polyvalence, Rigueur, Réactivité",https://www.dreamjob.ma/emploi-public/autoroutes-du-maroc-recrute-plusieurs-profils/
Expleo recrute des Techniciens Débutants sur Tanger,Expleo,Tanger,Aéronautique,Non spécifié,Non spécifié,Non spécifié,SAP,Français,"Autonome, Communication, Travailler en équipe",https://www.dreamjob.ma/emploi/expleo-recrute-techniciens-debutants/
DARI COUSPATE recrute un Responsable Maintenance sur Salé,DARI COUSPATE,Salé,Non spécifié,Non spécifié,Non spécifié,4 ans,Lean,Non specifié,"Autonome, Autonomie, Force de proposition, Rigueur, Réactivité, Travail en équipe",https://www.dreamjob.ma/emploi/dari-couspate-recrute-responsable-maintenance/
(9) Offres d’Emploi chez Crouzet sur Casablanca,Non spécifié,Casablanca,"Aéronautique, Ferroviaire, Procédés",Stage,Bac+2,2 ans,"CAO, Lean","Français, Anglais","Communication, Organisation, Organisé, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/9-offres-demploi-chez-crouzet/
"25 Offres de Stages PFE, Rémunérés et Pré-embauche – N°3 2023",Non spécifié,Casablanca,"Agroalimentaire, Automobile, Logistique",Stage,Bac+2,Non spécifié,"ERP, Excel","Français, Anglais","Communication, Créatif, Organisation, Travail en équipe",https://www.dreamjob.ma/stage/offres-stages-n3-2023/
30 Offres d’Emploi sur Plusieurs Villes – N°4 2023,Non spécifié,Non spécifié,"Agroalimentaire, Automobile, Aéronautique, Construction",Stage,Bac+2,2 ans,CATIA,"Français, Anglais",Communication,https://www.dreamjob.ma/emploi/offres-demploi-n4-2023/
Valeo recrute Plusieurs Profils,Valeo,Tanger,"Agroalimentaire, Automobile, Aéronautique, Construction",Stage,Bac+2,2 ans,CATIA,"Français, Anglais",Communication,https://www.dreamjob.ma/emploi/valeo-recrute-plusieurs-profils/
UTAC recrute Plusieurs Profils 2023,UTAC,Oued zem,"Agroalimentaire, Automobile, Aéronautique, Construction",Stage,Bac+2,2 ans,CATIA,"Français, Anglais",Communication,https://www.dreamjob.ma/emploi/utac-recrute-plusieurs-profils-2023/
Madrex Engineering Campagne de Stages PFE 2023,Non spécifié,Rabat,"Agroalimentaire, Automobile, Aéronautique, Construction",Stage,Bac+2,2 ans,CATIA,"Français, Anglais",Communication,https://www.dreamjob.ma/stage/madrex-engineering-campagne-de-stages-pfe-2023/
Safran recrute Plusieurs Profils 2023,Safran,Non spécifié,"Agroalimentaire, Automobile, Aéronautique, Construction",Stage,Bac+2,2 ans,CATIA,"Français, Anglais",Communication,https://www.dreamjob.ma/emploi/safran-recrute-plusieurs-profils-2023/
24 Offres d’Emploi sur Plusieurs Villes – N°2 2023,Non spécifié,Casablanca,"Agroalimentaire, Automobile, Aéronautique, Construction",Stage,Bac+2,2 ans,CATIA,"Français, Anglais",Communication,https://www.dreamjob.ma/emploi/offres-emploi-plusieurs-villes-n2-2023/
"22 Offres de Stages PFE, Rémunérés et Pré-embauche – N°1 2023",Non spécifié,Non spécifié,"Agroalimentaire, Automobile, Aéronautique, Construction",Stage,Bac+2,2 ans,CATIA,"Français, Anglais",Communication,https://www.dreamjob.ma/stage/22-offres-de-stages-pfe-remuneres-et-pre-embauche-n1-2023/
37 Offres d’Emploi sur Plusieurs Villes – N°1 2023,Non spécifié,Salé,"Agroalimentaire, Automobile, Aéronautique, Construction",Stage,Bac+2,2 ans,CATIA,"Français, Anglais",Communication,https://www.dreamjob.ma/emploi/offres-demploi-plusieurs-villes-n1-2023/
Concours de Recrutement Collectivités Territoriales 2022,Non spécifié,Non spécifié,"Agroalimentaire, Automobile, Aéronautique, Construction",Stage,Bac+2,2 ans,CATIA,"Français, Anglais",Communication,https://www.dreamjob.ma/emploi-public/concours-recrutement-collectivites-territoriales/
